filename,name,formula,INCHIKEY,SMILES,ion_mode,exact_mass,precursor_ion,measmass,neutral_loss
AC000650.txt,Patulin,C7H6O4,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,C1C=C2C(=CC(=O)O2)C(O1)O,NEGATIVE,154.0266,153.0199,"Any[81.0326, 83.0483, 97.0271, 109.0277, 125.0219, 125.0594]","[71.9873, 69.97160000000001, 55.9928, 43.99220000000001, 27.998000000000005, 27.96050000000001]"
AC000651.txt,Patulin,C7H6O4,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,C1C=C2C(=CC(=O)O2)C(O1)O,NEGATIVE,154.0266,153.0199,"Any[81.0324, 83.0482, 97.0273, 109.0276, 111.0431, 125.0223, 125.0586, 151.0021]","[71.98750000000001, 69.97170000000001, 55.99260000000001, 43.9923, 41.97680000000001, 27.997600000000006, 27.96130000000001, 2.017799999999994]"
AC000652.txt,Patulin,C7H6O4,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,C1C=C2C(=CC(=O)O2)C(O1)O,NEGATIVE,154.0266,153.0199,"Any[81.0327, 97.0274, 109.0277, 111.0429, 125.0222, 125.0588, 151.0014]","[71.9872, 55.99250000000001, 43.99220000000001, 41.977000000000004, 27.99770000000001, 27.961100000000002, 2.0185000000000173]"
AC000653.txt,Patulin,C7H6O4,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,C1C=C2C(=CC(=O)O2)C(O1)O,NEGATIVE,154.0266,153.0199,"Any[69.0326, 81.0327, 83.0119, 83.0482, 97.0275, 107.048, 109.0275, 111.0431, 116.616, 125.0222, 125.0585, 133.3168, 135.0434]","[83.9873, 71.9872, 70.00800000000001, 69.97170000000001, 55.9924, 45.971900000000005, 43.9924, 41.97680000000001, 36.40390000000001, 27.99770000000001, 27.961400000000012, 19.703100000000006, 17.976500000000016]"
AC000654.txt,Patulin,C7H6O4,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,C1C=C2C(=CC(=O)O2)C(O1)O,NEGATIVE,154.0266,153.0199,"Any[52.5019, 59.4349, 65.0376, 67.0171, 68.9963, 69.0326, 79.0172, 81.0326, 83.0118, 83.0482, 83.2088, 95.0484, 97.0275, 107.0484, 109.0273, 111.0066, 125.0225, 125.0589, 131.833, 141.0171, 151.0015]","[100.518, 93.58500000000001, 87.98230000000001, 86.00280000000001, 84.0236, 83.9873, 74.0027, 71.9873, 70.00810000000001, 69.97170000000001, 69.81110000000001, 57.971500000000006, 55.9924, 45.971500000000006, 43.99260000000001, 42.0133, 27.997400000000013, 27.961000000000013, 21.18690000000001, 12.002800000000008, 2.018400000000014]"
AC000655.txt,Fumonisin B4,C34H59NO13,WYYKRDVIBOEORL-JLCKPESSSA-N,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCCCC[C@@H]([C@H](C)N)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,NEGATIVE,689.39863,688.3919,"Any[56.7845, 61.2215, 72.3354, 86.9374, 102.6088, 121.6313, 157.0119, 183.6791, 243.5495, 381.6436, 530.3672, 593.0599, 593.535, 594.2318, 688.3854]","[631.6074, 627.1704, 616.0564999999999, 601.4544999999999, 585.7831, 566.7606, 531.38, 504.71279999999996, 444.8424, 306.7483, 158.02469999999994, 95.332, 94.8569, 94.16009999999994, 0.006499999999959982]"
AC000656.txt,Fumonisin B4,C34H59NO13,WYYKRDVIBOEORL-JLCKPESSSA-N,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCCCC[C@@H]([C@H](C)N)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,NEGATIVE,689.39863,688.3919,"Any[69.0324, 107.845, 113.022, 157.012, 167.8851, 337.0286, 406.0932]","[619.3595, 580.5468999999999, 575.3698999999999, 531.3798999999999, 520.5068, 351.3633, 282.29869999999994]"
AC000657.txt,Fumonisin B4,C34H59NO13,WYYKRDVIBOEORL-JLCKPESSSA-N,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCCCC[C@@H]([C@H](C)N)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,NEGATIVE,689.39863,688.3919,"Any[54.2672, 59.4051, 65.7967, 69.0326, 71.1045, 88.4285, 97.0061, 99.9715, 113.0223, 152.5725, 157.0121, 159.0114, 224.8163]","[634.1247, 628.9868, 622.5952, 619.3593, 617.2873999999999, 599.9634, 591.3858, 588.4204, 575.3696, 535.8194, 531.3797999999999, 529.3805, 463.57559999999995]"
AC000676.txt,Mycophenolic acid,C17H20O6,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,NEGATIVE,320.12598,319.1192,"Any[275.1273, 287.0925, 319.1167]","[43.99189999999999, 32.026700000000005, 0.0024999999999977263]"
AC000677.txt,Mycophenolic acid,C17H20O6,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,NEGATIVE,320.12598,319.1192,"Any[179.0327, 191.0329, 275.1272, 287.0925, 319.1167]","[140.08649999999997, 128.08629999999997, 43.99199999999996, 32.026700000000005, 0.0024999999999977263]"
AC000678.txt,Mycophenolic acid,C17H20O6,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,NEGATIVE,320.12598,319.1192,"Any[179.0329, 191.0329, 192.0408, 205.0506, 207.0663, 233.0819, 243.1027, 245.0819, 269.0819, 275.1275, 287.0925, 319.1167]","[140.08629999999997, 128.08629999999997, 127.07839999999999, 114.06859999999998, 112.05289999999997, 86.03729999999999, 76.01649999999998, 74.03729999999999, 50.03729999999996, 43.99169999999998, 32.026700000000005, 0.0024999999999977263]"
AC000679.txt,Mycophenolic acid,C17H20O6,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,NEGATIVE,320.12598,319.1192,"Any[73.0275, 95.0481, 135.043, 148.0508, 161.0954, 173.0585, 179.0329, 189.0899, 191.033, 192.0407, 199.1128, 201.0921, 203.035, 205.0506, 207.0663, 215.1078, 224.0326, 225.0921, 231.0663, 233.0819, 243.1027, 245.0819, 269.0819, 275.1276, 287.0925, 319.1167]","[246.09169999999997, 224.07109999999997, 184.07619999999997, 171.06839999999997, 158.02379999999997, 146.06069999999997, 140.08629999999997, 130.02929999999998, 128.0862, 127.07849999999999, 120.00639999999999, 118.02709999999999, 116.08419999999998, 114.06859999999998, 112.05289999999997, 104.01139999999998, 95.08659999999998, 94.02709999999999, 88.05289999999997, 86.03729999999999, 76.01649999999998, 74.03729999999999, 50.03729999999996, 43.991600000000005, 32.026700000000005, 0.0024999999999977263]"
AC000680.txt,Mycophenolic acid,C17H20O6,HPNSFSBZBAHARI-RUDMXATFSA-N,CC1=C(C(=C(C2=C1COC2=O)O)C/C=C(\C)/CCC(=O)O)OC,NEGATIVE,320.12598,319.1192,"Any[73.0275, 95.0482, 107.0481, 119.0483, 121.0635, 133.0636, 135.0431, 147.0427, 148.0509, 149.0585, 160.0506, 161.0585, 161.0951, 163.0375, 164.046, 173.0586, 174.0686, 178.0253, 179.033, 187.0744, 191.0329, 192.0407, 201.0921, 203.035, 205.0506, 215.1078, 231.0663, 233.0819, 245.0819]","[246.09169999999997, 224.07099999999997, 212.07109999999997, 200.0709, 198.05569999999997, 186.05559999999997, 184.07609999999997, 172.07649999999998, 171.06829999999997, 170.06069999999997, 159.06859999999998, 158.06069999999997, 158.02409999999998, 156.08169999999998, 155.07319999999999, 146.06059999999997, 145.05059999999997, 141.0939, 140.0862, 132.04479999999998, 128.08629999999997, 127.07849999999999, 118.02709999999999, 116.08419999999998, 114.06859999999998, 104.01139999999998, 88.05289999999997, 86.03729999999999, 74.03729999999999]"
AC000762.txt,Viridicatumtoxin,C30H31NO10,FNSQKFOXORBCCC-WBWZXODPSA-N,CC1=CCCC([C@@]12CC3=C4[C@@H]([C@]5(CC(=O)C(=C([C@]5(C(=O)C4=C(C6=C3C2=C(C=C6O)OC)O)O)O)C(=O)N)O)O)(C)C,NEGATIVE,565.19478,564.188,"Any[502.1871, 520.1959, 546.1769, 547.1609, 564.1865]","[62.0009, 43.99209999999994, 18.011099999999942, 17.02710000000002, 0.0014999999999645297]"
AC000763.txt,Viridicatumtoxin,C30H31NO10,FNSQKFOXORBCCC-WBWZXODPSA-N,CC1=CCCC([C@@]12CC3=C4[C@@H]([C@]5(CC(=O)C(=C([C@]5(C(=O)C4=C(C6=C3C2=C(C=C6O)OC)O)O)O)C(=O)N)O)O)(C)C,NEGATIVE,565.19478,564.188,"Any[184.0251, 379.1551, 405.1261, 405.1734, 417.1707, 419.15, 441.1707, 459.1813, 461.1606, 484.1766, 485.1606, 502.1871, 503.1711, 520.1967, 529.1504, 546.1769, 547.1609, 564.187]","[380.1629, 185.03289999999998, 159.06189999999998, 159.01459999999997, 147.01729999999998, 145.038, 123.01729999999998, 105.00669999999997, 103.0274, 80.01139999999998, 79.0274, 62.0009, 61.016899999999964, 43.991300000000024, 35.0376, 18.011099999999942, 17.02710000000002]"
AC000764.txt,Viridicatumtoxin,C30H31NO10,FNSQKFOXORBCCC-WBWZXODPSA-N,CC1=CCCC([C@@]12CC3=C4[C@@H]([C@]5(CC(=O)C(=C([C@]5(C(=O)C4=C(C6=C3C2=C(C=C6O)OC)O)O)O)C(=O)N)O)O)(C)C,NEGATIVE,565.19478,564.188,"Any[114.018, 166.9986, 184.0224, 335.1653, 351.1602, 377.1394, 379.1551, 385.1081, 403.1187, 405.1283, 405.1734, 413.1758, 417.1707, 419.15, 429.098, 433.1606, 437.1606, 441.1707, 443.15, 444.1578, 456.179, 457.1657, 459.1813, 461.1606, 467.15, 484.1766, 485.1606, 502.1871, 503.1711, 529.1504, 547.1609]","[450.16999999999996, 397.1894, 380.1656, 229.0227, 213.0278, 187.04859999999996, 185.03289999999998, 179.0799, 161.0693, 159.05969999999996, 159.01459999999997, 151.0122, 147.01729999999998, 145.038, 135.08999999999997, 131.0274, 127.0274, 123.01729999999998, 121.03800000000001, 120.03019999999998, 108.00900000000001, 107.02229999999997, 105.00669999999997, 103.0274, 97.03800000000001, 80.01139999999998, 79.0274, 62.0009, 61.016899999999964, 35.0376, 17.02710000000002]"
AC000765.txt,Viridicatumtoxin,C30H31NO10,FNSQKFOXORBCCC-WBWZXODPSA-N,CC1=CCCC([C@@]12CC3=C4[C@@H]([C@]5(CC(=O)C(=C([C@]5(C(=O)C4=C(C6=C3C2=C(C=C6O)OC)O)O)O)C(=O)N)O)O)(C)C,NEGATIVE,565.19478,564.188,"Any[99.0071, 114.0182, 123.0069, 136.9862, 139.002, 141.0179, 149.9958, 150.017, 163.0037, 166.9986, 168.0302, 184.0224, 279.232, 308.069, 317.0455, 320.1418, 333.0404, 335.1653, 342.0897, 345.0768, 346.0847, 348.0639, 351.051, 351.1602, 357.0768, 357.1132, 359.0925, 361.1081, 363.0874, 363.1602, 364.1316, 370.0847, 372.0639, 373.0717, 373.1809, 375.1602, 376.0588, 377.1394, 379.1551, 385.1081, 386.0796, 387.0874, 388.0952, 389.1758, 390.0745, 390.1473, 401.103, 402.1473, 403.1214, 405.1292, 405.1734, 413.1758, 414.0745, 417.1707, 419.15, 426.1473, 429.098, 433.1657, 441.1707, 442.1422, 443.15, 444.1578, 446.1371, 455.1163, 456.1816, 457.1657, 459.1813, 461.1606, 467.15, 484.1739, 485.1606, 502.1871]","[465.1809, 450.1698, 441.1811, 427.2018, 425.186, 423.1701, 414.19219999999996, 414.171, 401.1843, 397.1894, 396.15779999999995, 380.1656, 284.95599999999996, 256.11899999999997, 247.14249999999998, 244.0462, 231.1476, 229.0227, 222.0983, 219.1112, 218.1033, 216.1241, 213.137, 213.0278, 207.1112, 207.07479999999998, 205.09550000000002, 203.0799, 201.1006, 201.0278, 200.0564, 194.1033, 192.1241, 191.11629999999997, 191.00709999999998, 189.0278, 188.12919999999997, 187.04859999999996, 185.03289999999998, 179.0799, 178.10839999999996, 177.1006, 176.0928, 175.0122, 174.1135, 174.04070000000002, 163.08499999999998, 162.04070000000002, 161.0666, 159.05879999999996, 159.01459999999997, 151.0122, 150.1135, 147.01729999999998, 145.038, 138.04070000000002, 135.08999999999997, 131.02229999999997, 123.01729999999998, 122.04579999999999, 121.03800000000001, 120.03019999999998, 118.05090000000001, 109.07169999999996, 108.00639999999999, 107.02229999999997, 105.00669999999997, 103.0274, 97.03800000000001, 80.01409999999998, 79.0274, 62.0009]"
AC000766.txt,Viridicatumtoxin,C30H31NO10,FNSQKFOXORBCCC-WBWZXODPSA-N,CC1=CCCC([C@@]12CC3=C4[C@@H]([C@]5(CC(=O)C(=C([C@]5(C(=O)C4=C(C6=C3C2=C(C=C6O)OC)O)O)O)C(=O)N)O)O)(C)C,NEGATIVE,565.19478,564.188,"Any[68.9965, 95.0123, 99.0069, 111.0071, 123.0069, 135.0088, 139.0018, 141.0175, 149.9942, 150.017, 166.9986, 237.0557, 239.035, 239.0714, 249.0557, 250.0635, 263.0714, 264.0792, 265.0506, 265.087, 275.0714, 277.0506, 278.0584, 279.0663, 280.0741, 287.0714, 289.0506, 289.087, 290.0948, 291.0663, 291.1027, 293.0455, 293.0819, 295.0248, 295.0976, 299.0714, 300.0792, 301.087, 302.0948, 303.0663, 303.1027, 304.0741, 305.0455, 305.0819, 305.1183, 307.0612, 308.069, 309.0404, 313.087, 314.0948, 315.0663, 315.1027, 316.0741, 317.0455, 317.0819, 317.115, 318.0534, 318.0897, 319.0248, 319.0612, 319.134, 320.069, 320.1418, 321.0768, 322.1574, 325.087, 326.0948, 327.0663, 328.0741, 329.0455, 329.0819, 329.1183, 331.0612, 331.0976, 332.069, 333.049, 333.0768, 333.1132, 334.0483, 334.0847, 335.0197, 335.0561, 335.0925, 335.1653, 336.1367, 341.0819, 342.0897, 343.0612, 343.0976, 344.069, 345.0404, 345.0768, 346.0483, 346.0847, 347.0561, 347.0925, 348.0639, 349.0717, 351.051, 351.1602, 353.0819, 355.0612, 355.0976, 357.0404, 357.071, 357.1132, 358.0847, 359.0561, 359.0925, 360.0639, 360.1003, 361.0353, 361.0717, 361.1081, 362.0796, 363.0874, 363.1265, 364.1343, 368.069, 369.0768, 370.0847, 371.0561, 371.0925, 372.0639, 373.0717, 374.0796, 375.051, 377.0667, 377.1394, 379.1551, 383.0925, 383.1316, 385.0659, 385.1108, 386.0796, 387.0874, 387.1238, 388.0952, 390.0745, 401.103, 402.1473, 404.1265, 411.1238, 413.0667, 414.0745, 417.1707, 419.15, 425.1394, 427.1187, 429.137, 441.1707, 443.15, 455.1163, 461.1606]","[495.1915, 469.1757, 465.1811, 453.1809, 441.1811, 429.1792, 425.1862, 423.17049999999995, 414.1938, 414.171, 397.1894, 327.1323, 325.153, 325.11659999999995, 315.1323, 314.1245, 301.1166, 300.1088, 299.1374, 299.101, 289.1166, 287.1374, 286.1296, 285.1217, 284.1139, 277.1166, 275.1374, 275.101, 274.09319999999997, 273.1217, 273.08529999999996, 271.1425, 271.10609999999997, 269.16319999999996, 269.0904, 265.1166, 264.1088, 263.101, 262.09319999999997, 261.1217, 261.08529999999996, 260.1139, 259.1425, 259.10609999999997, 259.0697, 257.1268, 256.11899999999997, 255.1476, 251.101, 250.09319999999997, 249.12169999999998, 249.08529999999996, 248.1139, 247.14249999999998, 247.10609999999997, 247.07299999999998, 246.13459999999998, 246.0983, 245.16319999999996, 245.1268, 245.05399999999997, 244.11899999999997, 244.0462, 243.1112, 242.0306, 239.101, 238.09319999999997, 237.12169999999998, 236.1139, 235.14249999999998, 235.10609999999997, 235.0697, 233.1268, 233.0904, 232.11899999999997, 231.139, 231.1112, 231.07479999999998, 230.1397, 230.1033, 229.1683, 229.13189999999997, 229.09550000000002, 229.0227, 228.05129999999997, 223.10609999999997, 222.0983, 221.1268, 221.0904, 220.11899999999997, 219.1476, 219.1112, 218.1397, 218.1033, 217.13189999999997, 217.09550000000002, 216.1241, 215.11629999999997, 213.137, 213.0278, 211.10609999999997, 209.1268, 209.0904, 207.1476, 207.11699999999996, 207.07479999999998, 206.1033, 205.13189999999997, 205.09550000000002, 204.1241, 204.08769999999998, 203.15269999999998, 203.11629999999997, 203.0799, 202.10839999999996, 201.1006, 201.06149999999997, 200.0537, 196.11899999999997, 195.1112, 194.1033, 193.13189999999997, 193.09550000000002, 192.1241, 191.11629999999997, 190.10839999999996, 189.137, 187.12129999999996, 187.04859999999996, 185.03289999999998, 181.09550000000002, 181.0564, 179.1221, 179.0772, 178.10839999999996, 177.1006, 177.06419999999997, 176.0928, 174.1135, 163.08499999999998, 162.04070000000002, 160.06149999999997, 153.06419999999997, 151.12129999999996, 150.1135, 147.01729999999998, 145.038, 139.04859999999996, 137.0693, 135.051, 123.01729999999998, 121.03800000000001, 109.07169999999996, 103.0274]"
AC000801.txt,Redoxcitrinin,C13H16O4,CBUOBMSAFIYYEJ-ZCFIWIBFSA-N,Cc1c(c(c(c(c1O)C)O)C=O)[C@H](C)C(=O)C,NEGATIVE,236.10486,235.0981,"Any[165.0921, 207.1017, 235.0966]","[70.006, 27.996399999999994, 0.0014999999999929514]"
AC000802.txt,Redoxcitrinin,C13H16O4,CBUOBMSAFIYYEJ-ZCFIWIBFSA-N,Cc1c(c(c(c(c1O)C)O)C=O)[C@H](C)C(=O)C,NEGATIVE,236.10486,235.0981,"Any[165.0921, 207.1016, 235.0966]","[70.006, 27.996499999999997, 0.0014999999999929514]"
AC000803.txt,Redoxcitrinin,C13H16O4,CBUOBMSAFIYYEJ-ZCFIWIBFSA-N,Cc1c(c(c(c(c1O)C)O)C=O)[C@H](C)C(=O)C,NEGATIVE,236.10486,235.0981,"Any[151.0749, 165.0921, 193.087, 207.1016, 235.0966]","[84.02319999999997, 70.006, 42.0111, 27.996499999999997, 0.0014999999999929514]"
AC000804.txt,Redoxcitrinin,C13H16O4,CBUOBMSAFIYYEJ-ZCFIWIBFSA-N,Cc1c(c(c(c(c1O)C)O)C=O)[C@H](C)C(=O)C,NEGATIVE,236.10486,235.0981,"Any[109.0642, 149.0957, 151.0749, 165.0921, 191.0714, 191.1065, 193.087, 207.1016, 217.087, 233.0819, 235.0966]","[126.03389999999999, 86.0024, 84.02319999999997, 70.006, 44.02669999999998, 43.99159999999998, 42.0111, 27.996499999999997, 18.0111, 2.0161999999999978, 0.0014999999999929514]"
AC000805.txt,Redoxcitrinin,C13H16O4,CBUOBMSAFIYYEJ-ZCFIWIBFSA-N,Cc1c(c(c(c(c1O)C)O)C=O)[C@H](C)C(=O)C,NEGATIVE,236.10486,235.0981,"Any[109.0642, 147.0815, 149.0954, 150.0671, 151.0749, 165.0921, 174.0686, 189.0921, 191.0714, 193.087, 202.0635, 207.1015, 217.087, 235.0966]","[126.03389999999999, 88.01659999999998, 86.00269999999998, 85.03099999999998, 84.02319999999997, 70.006, 61.029499999999985, 46.006, 44.02669999999998, 42.0111, 33.03459999999998, 27.9966, 18.0111, 0.0014999999999929514]"
AC000824.txt,Andrastin D,C26H36O5,SMUNNMAWNRFDPB-UWWAQUNASA-N,CC1=C[C@H]2[C@@]3(CCC(=O)C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)OC)C)(C)C)C,NEGATIVE,428.25629,427.2496,Any[427.248],[0.001599999999996271]
AC000825.txt,Andrastin D,C26H36O5,SMUNNMAWNRFDPB-UWWAQUNASA-N,CC1=C[C@H]2[C@@]3(CCC(=O)C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)OC)C)(C)C)C,NEGATIVE,428.25629,427.2496,"Any[181.0506, 182.0584, 395.2228, 412.2255, 427.2479]","[246.19899999999998, 245.19119999999998, 32.02679999999998, 15.024099999999976, 0.001699999999971169]"
AC000826.txt,Andrastin D,C26H36O5,SMUNNMAWNRFDPB-UWWAQUNASA-N,CC1=C[C@H]2[C@@]3(CCC(=O)C([C@H]3CC[C@@]2([C@]4([C@@]1(C(=C(C4=O)C)O)C)C(=O)OC)C)(C)C)C,NEGATIVE,428.25629,427.2496,"Any[68.9963, 71.0487, 75.0071, 97.0641, 99.007, 108.0198, 122.0358, 123.0434, 149.0226, 151.0384, 151.0765, 167.035, 181.0506, 182.0584, 255.1391, 269.1911, 295.1704, 297.186, 311.2017, 321.186, 323.1653, 335.2017, 337.1809, 339.1966, 351.233, 353.2122, 395.2228, 397.202, 412.2255, 427.248]","[358.25329999999997, 356.2009, 352.2425, 330.1855, 328.2426, 319.22979999999995, 305.2138, 304.20619999999997, 278.227, 276.21119999999996, 276.1731, 260.2146, 246.19899999999998, 245.19119999999998, 172.11049999999997, 158.05849999999998, 132.07920000000001, 130.0636, 116.04789999999997, 106.06360000000001, 104.08429999999998, 92.04789999999997, 90.06869999999998, 88.053, 76.01659999999998, 74.03739999999999, 32.02679999999998, 30.04759999999999, 15.024099999999976, 0.001599999999996271]"
AC000842.txt,Ctrinin hydrate,C13H16O6,MBTAFMZUDOUGPS-CGKQSRJASA-N,C[C@@H]1[C@H](O[C@@H](C2=C1C(=C(C(=C2O)C(=O)O)O)C)O)C,NEGATIVE,268.09468,267.0879,"Any[223.0612, 249.0768, 267.0867]","[44.02669999999998, 18.0111, 0.0011999999999829924]"
