SMILES;pH_aq;name;logIE;instrument;source;solvent;doi
Oc1cccc(Cl)c1;10.5;3-chlorophenol;0.36;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
CC(C)c1ccccc1O;10.5;2-isopropylphenol;-0.17;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1cccc(Br)c1;10.5;3-bromophenol;0.8;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,6-dinitrophenol;1.51;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1ccccc1[N+]([O-])=O;10.5;2-nitrophenol;-0.37;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1cccc(c1)[N+]([O-])=O;10.5;3-nitrophenol;1.01;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1ccc(cc1)[N+]([O-])=O;10.5;4-nitrophenol;1.48;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1c(F)c(F)cc(F)c1F;10.5;2,3,5,6-tetrafluorophenol;1.7;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O;10.5;3-(1,1,2,2,3,3,3-Heptafluoropropane-1-sulfonyl)benzoic acid;2.78;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O;10.5;3-[1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propane-2-sulfonyl]benzoic acid;2.63;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O;10.5;3-[(Heptafluoropropyl)sulfanyl]benzoic acid;2.52;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F;10.5;3-(Trifluoromethylsulphonyl)benzoic acid;2.05;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F;10.5;3-[tris(trifluoromethyl)methyl]benzoic acid;2.75;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(SC(F)(F)F)=C1)=O;10.5;3-[(trifluoromethyl)sulphanyl]benzoic acid;1.43;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;10.5;pentachlorophenol;2.58;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O;10.5;2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester;4.05;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(=O)c1ccccc1O;10.5;salicylic acid;0.72;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1ccccc1C#N;10.5;2-cyanophenol;0.76;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3;10.5;4-phenylazophenol;1.27;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(=O)c1cc(I)cc(I)c1O;10.5;3,5-diiodosalicylic acid;2.14;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O;10.5;2,4,6-trinitro-1,3-benzenediol;1.77;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O;10.5;3,5-dinitrosalicylic acid;1.67;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,4-dinitrobenzoic acid;0.06;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
Oc1ccc(Cl)cc1;10.5;4-chlorophenol;0.26;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O;10.5;2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester;3.09;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21;10.5;heptafluoro-2-naphthol;1.71;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,4-Dinitrobenzenesulfonic acid;1.46;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
O=S(C1=CC=CC2=CC=CC=C21)(O)=O;10.5;naphthalene-1-sulfonic acid;1.46;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1;10.5;2-anthraquinonesulfonic acid;1.97;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O;10.5;3-nitrobenzenesulphonamide;1.17;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O;10.5;perfluorooctanesulfonic acid;2.56;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F;10.5;perfluoro-tert-butanol;1.48;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
CCCCCCCCCCCCCC(O)=O;10.5;myristic acid;1.83;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F;10.5;2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide;1.96;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O;10.5;4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide;2.31;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
C/C=C/C=C/C(O)=O;10.5;sorbic acid;-0.55;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
ON1C(=O)c2ccccc2C1=O;10.5;N-hydroxy-phthalimide;-0.67;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
NCCCC(O)=O;10.5;4-aminobutanoic acid;-1.57;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
NCCC(O)=O;10.5;beta-alanine;-2.32;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 20/80;10.1021/acs.analchem.7b00595
OC(=O)c1ccccc1;10.5;benzoic acid;0.07;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O;10.5;3,5-dinitrobenzoic acid;0.62;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1cccc(c1)C(F)(F)F;10.5;3-trifluoromethylbenzoic acid;1.37;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1c(F)c(F)c(F)c(F)c1F;10.5;pentafluorophenol;1.41;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
CC(C)(C)c1ccc(cc1)C(O)=O;10.5;4-tert-butylbenzoic acid;1.46;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F;10.5;2,3,5,6-Tetrafluoro-4-(pentafluorophenyl)phenol;2.66;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;10.5;pentakis(trifluoromethyl)phenol;3.06;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccc(cc1)c2ccccc2;10.5;4-phenylphenol;0.95;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccccc1c2ccccc2;10.5;2-phenylphenol;0.63;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1cccc(Cl)c1;10.5;3-chlorobenzoic acid;0.85;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Nc1ccc(cc1)C(O)=O;10.5;4-aminobenzoic acid;0.04;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1ccc(O)cc1;10.5;4-hydroxybenzoic acid;0.23;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Nc1cccc(c1)C(O)=O;10.5;3-aminobenzoic acid;0.17;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1c(F)c(F)c(F)c(F)c1F;10.5;pentafluorobenzoic acid;1.28;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,4-dinitrophenol;1.47;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
CN(C)c1cccc(c1)C(O)=O;10.5;3-dimethylaminobenzoic acid;1.13;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
CC(C)c1ccc(cc1)C(O)=O;10.5;4-isopropylbenzoic acid;0.62;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
CC(C)(C)c1ccccc1O;10.5;2-tert-butylphenol;0.03;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C;10.5;2,4,6-tri-tert-butylphenol;0.73;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,5-dinitrophenol;1.37;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1cccc(Cl)c1;10.5;3-chlorophenol;0.27;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
CC(C)c1ccccc1O;10.5;2-isopropylphenol;-0.08;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1cccc(Br)c1;10.5;3-bromophenol;0.72;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccccc1Br;10.5;2-bromophenol;-0.98;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,6-dinitrophenol;1.38;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccccc1[N+]([O-])=O;10.5;2-nitrophenol;-0.71;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1cccc(c1)[N+]([O-])=O;10.5;3-nitrophenol;1.07;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccc(cc1)[N+]([O-])=O;10.5;4-nitrophenol;1.1;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1c(F)c(F)cc(F)c1F;10.5;2,3,5,6-tetrafluorophenol;1.48;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O;10.5;3-(1,1,2,2,3,3,3-Heptafluoropropane-1-sulfonyl)benzoic acid;2.4;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O;10.5;3-[1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propane-2-sulfonyl]benzoic acid;2.38;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O;10.5;3-[(Heptafluoropropyl)sulfanyl]benzoic acid;2.03;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F;10.5;3-(Trifluoromethylsulphonyl)benzoic acid;1.81;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F;10.5;3-[tris(trifluoromethyl)methyl]benzoic acid;2.45;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(C1=CC=CC(SC(F)(F)F)=C1)=O;10.5;3-[(trifluoromethyl)sulphanyl]benzoic acid;1.12;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl;10.5;pentachlorophenol;2.35;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O;10.5;2-hydroxy-1,3,5-tris(2,2,2-trifluoroethyl)-1,3,5-benzenetrisulfonic acid ester;3.98;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1ccccc1O;10.5;salicylic acid;0.64;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccccc1C#N;10.5;2-cyanophenol;0.83;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3;10.5;4-phenylazophenol;1.66;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1cc(I)cc(I)c1O;10.5;3,5-diiodosalicylic acid;2.28;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O;10.5;2,4,6-trinitro-1,3-benzenediol;1.85;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O;10.5;3,5-dinitrosalicylic acid;1.76;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,4-dinitrobenzoic acid;0.4;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
Oc1ccc(Cl)cc1;10.5;4-chlorophenol;0.46;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O;10.5;2-hydroxy-, 1,3,5-tris(2,2,3,3-tetrafluoro-propyl) 1,3,5-benzenetrisulfonic acid ester;3.84;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21;10.5;heptafluoro-2-naphthol;1.9;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;10.5;2,4-Dinitrobenzenesulfonic acid;1.87;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
O=S(C1=CC=CC2=CC=CC=C21)(O)=O;10.5;naphthalene-1-sulfonic acid;1.77;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1;10.5;2-anthraquinonesulfonic acid;2.31;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O;10.5;3-nitrobenzenesulphonamide;1.48;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O;10.5;perfluorooctanesulfonic acid;3.06;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F;10.5;perfluoro-tert-butanol;1.72;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
CCCCCCCCCCCCCC(O)=O;10.5;myristic acid;2.01;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F;10.5;2,3,4,5,6-pentafluoro-N-[(2,3,4,5,6-pentafluorophenyl)sulfonyl]-benzenesulfonamide;2.44;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O;10.5;4-methyl-N-[(4-nitrophenyl)sulfonyl]-benzenesulfonamide;2.5;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
C/C=C/C=C/C(O)=O;10.5;sorbic acid;-0.29;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
ON1C(=O)c2ccccc2C1=O;10.5;N-hydroxy-phthalimide;-0.23;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
NCCCC(O)=O;10.5;4-aminobutanoic acid;-1.46;Agilent XCT;ESI;MeCN/0.1% ammonia(aq) 50/50;10.1021/acs.analchem.7b00595
OC(=O)c1ccccc1;10.5;benzoic acid;0;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O;10.5;3,5-dinitrobenzoic acid;0.79;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
OC(=O)c1cccc(c1)C(F)(F)F;10.5;3-trifluoromethylbenzoic acid;1.16;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
Oc1c(F)c(F)c(F)c(F)c1F;10.5;pentafluorophenol;0.91;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
CC(C)(C)c1ccc(cc1)C(O)=O;10.5;4-tert-butylbenzoic acid;1.2;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F;10.5;2,3,5,6-Tetrafluoro-4-(pentafluorophenyl)phenol;2.17;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;10.5;pentakis(trifluoromethyl)phenol;2.3;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
Oc1ccc(cc1)c2ccccc2;10.5;4-phenylphenol;0.35;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
Oc1ccccc1c2ccccc2;10.5;2-phenylphenol;-0.01;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
OC(=O)c1cccc(Cl)c1;10.5;3-chlorobenzoic acid;0.48;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
Nc1ccc(cc1)C(O)=O;10.5;4-aminobenzoic acid;-0.06;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
OC(=O)c1ccc(O)cc1;10.5;4-hydroxybenzoic acid;0.13;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
Nc1cccc(c1)C(O)=O;10.5;3-aminobenzoic acid;0.09;Agilent XCT;ESI;MeCN/0.1% ammonia(aq);10.1021/acs.analchem.7b00595
