INCHIKEY,pH_aq,IE,IE_hat_fp,class_fp
JWYUFVNJZUSCSM-UHFFFAOYSA-N,2.7750000000000004,2.814220855,3.10323995978776,test
JWYUFVNJZUSCSM-UHFFFAOYSA-N,1.9,2.81,3.6926809443932247,test
JWYUFVNJZUSCSM-UHFFFAOYSA-N,4.01,2.821788198,3.154077028307963,test
JWYUFVNJZUSCSM-UHFFFAOYSA-N,5.01,2.951410908,3.1687403925691173,test
JWYUFVNJZUSCSM-UHFFFAOYSA-N,5.924,3.05,3.1474226320374563,test
JWYUFVNJZUSCSM-UHFFFAOYSA-N,7.0,2.91,3.234606413935552,test
RWZYAGGXGHYGMB-UHFFFAOYSA-N,2.7,2.72,2.109390287324492,test
RWZYAGGXGHYGMB-UHFFFAOYSA-N,10.7,2.03,1.54241610626834,test
RWZYAGGXGHYGMB-UHFFFAOYSA-N,1.9,2.48,2.3990992717450705,test
RWZYAGGXGHYGMB-UHFFFAOYSA-N,7.0,1.57,1.5949062515586903,test
CDAWCLOXVUBKRW-UHFFFAOYSA-N,3.914166666666667,1.72614248,1.666041424108304,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.022857142857143,1.63,1.6766681654121562,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.9221428571428576,1.5,1.6592727841174717,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,7.987500000000001,1.66,1.7014036257387617,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,9.24,2.289990541,2.2074927690623207,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,6.824285714285714,1.28,1.5688758966637928,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,10.1475,2.571475473,2.299401371522297,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2.1514285714285717,1.94,2.2904477046871046,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,5.128333333333333,1.746013023,1.6833176893502078,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,1.42,3.344664477,3.179792244402135,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,10.7,2.18,2.1166016775534473,train
CDAWCLOXVUBKRW-UHFFFAOYSA-N,12.24,2.513556691,2.533548939204585,train
ICSNLGPSRYBMBD-UHFFFAOYSA-N,2.6999999999999997,1.89168041,2.3854792877687676,train
ICSNLGPSRYBMBD-UHFFFAOYSA-N,10.699999999999998,1.86,1.8232608763740101,train
ICSNLGPSRYBMBD-UHFFFAOYSA-N,1.94,2.27,2.212755871529325,train
ICSNLGPSRYBMBD-UHFFFAOYSA-N,6.8566666666666665,1.17,1.5878577024617488,train
ICSNLGPSRYBMBD-UHFFFAOYSA-N,5.846666666666667,1.19,1.646036838738312,train
ICSNLGPSRYBMBD-UHFFFAOYSA-N,7.8,1.98,1.7206463954677993,train
AKCRQHGQIJBRMN-UHFFFAOYSA-N,2.7,2.99,2.4429243940890912,train
AKCRQHGQIJBRMN-UHFFFAOYSA-N,1.9,2.77,2.6749996782380263,train
AKCRQHGQIJBRMN-UHFFFAOYSA-N,7.0,0.1,1.252311018233809,train
OKDGRDCXVWSXDC-UHFFFAOYSA-N,2.7,0.97,1.4604924128106263,test
UVRZAMUOUDELST-UHFFFAOYSA-N,2.72,3.81,4.35736171140459,train
UVRZAMUOUDELST-UHFFFAOYSA-N,10.7,4.66,4.652072140396383,train
UVRZAMUOUDELST-UHFFFAOYSA-N,6.785,4.34,4.401837860340328,train
UVRZAMUOUDELST-UHFFFAOYSA-N,5.52,4.66,4.45855035758444,train
UVRZAMUOUDELST-UHFFFAOYSA-N,7.8,4.64,4.563157771152101,train
UVRZAMUOUDELST-UHFFFAOYSA-N,2.0,4.67,4.736280173834359,train
CHZCERSEMVWNHL-UHFFFAOYSA-N,2.95,1.29,0.8583418127325817,train
CHZCERSEMVWNHL-UHFFFAOYSA-N,2.0,1.5,1.269387687010084,train
CHZCERSEMVWNHL-UHFFFAOYSA-N,5.8,0.6,0.9031600093559802,train
PKZJLOCLABXVMC-UHFFFAOYSA-N,2.7,1.18,1.2140746449780073,train
IWTFOFMTUOBLHG-UHFFFAOYSA-N,2.7,1.85,2.0399571004011934,train
IWTFOFMTUOBLHG-UHFFFAOYSA-N,10.7,0.79,1.082193999485957,train
IWTFOFMTUOBLHG-UHFFFAOYSA-N,1.9,2.42,2.1380047841232637,train
IWTFOFMTUOBLHG-UHFFFAOYSA-N,7.0,0.92,1.1450904207871642,train
RNVCVTLRINQCPJ-UHFFFAOYSA-N,2.7,3.25,2.8846284519139713,train
RNVCVTLRINQCPJ-UHFFFAOYSA-N,10.7,1.14,1.8216255651555642,train
RNVCVTLRINQCPJ-UHFFFAOYSA-N,1.9,3.05,3.0661300007329744,train
RNVCVTLRINQCPJ-UHFFFAOYSA-N,7.0,1.06,1.8447270579284096,train
BSKHPKMHTQYZBB-UHFFFAOYSA-N,2.7,3.12,2.3542655473823517,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,2.8200000000000003,0.48,0.5960515652922664,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,10.7,1.84,1.310773055252302,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,1.8999999999999997,1.57,1.6991629949309344,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,4.01,0.614631226,0.6780821026011483,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,5.01,0.720670412,0.6959333378810557,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,6.0200000000000005,0.9,0.7059814267052418,train
DPJCXCZTLWNFOH-UHFFFAOYSA-N,7.0,0.47,0.8872695508890638,train
CMWKITSNTDAEDT-UHFFFAOYSA-N,2.7,0.78,0.6532277997067255,test
SLAMLWHELXOEJZ-UHFFFAOYSA-N,2.7,1.57,1.2269867540330317,train
SLAMLWHELXOEJZ-UHFFFAOYSA-N,10.7,0.0,0.12319128393279444,train
SLAMLWHELXOEJZ-UHFFFAOYSA-N,1.9,1.08,1.4124610879849095,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,2.7,2.42,2.3123630055449382,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,10.7,1.94,1.9293542256302334,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,1.9,2.21,2.211685012392695,train
YZEUHQHUFTYLPH-UHFFFAOYSA-N,7.0,1.9,2.0628860661258837,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,2.7,3.44,3.1322834617337905,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,10.7,3.1,2.9597556478614924,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,1.9,2.98,3.1286994097814693,train
AZYKGQOIAGPVCK-UHFFFAOYSA-N,7.0,3.01,2.8689233894504307,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,2.8200000000000003,0.77,0.869807419736516,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,1.9,1.75,1.877591507307459,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,4.01,0.89,0.9816489184746156,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,5.01,0.849981171,0.9705734608988863,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,6.0200000000000005,1.11,1.0698330252314656,train
XFDUHJPVQKIXHO-UHFFFAOYSA-N,7.0,0.84,1.1057698068224098,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,2.7,2.5,2.3222090738105896,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,1.9,1.99,2.446249068696978,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,6.5,1.64,1.4460249539681003,train
CWLKGDAVCFYWJK-UHFFFAOYSA-N,7.0,2.13,1.529839150368886,train
CUYKNJBYIJFRCU-UHFFFAOYSA-N,2.7,3.09,2.410883371793488,train
PWRBCZZQRRPXAB-UHFFFAOYSA-N,2.7,1.0,1.4070065276701504,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,2.7,2.48,2.625499887454181,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,1.9,2.43,2.7299538138408406,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,6.5,2.46,2.3819073731882363,train
NEGFNJRAUMCZMY-UHFFFAOYSA-N,7.0,2.46,2.3692698279892426,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,2.7,2.76,2.548638539663086,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,1.9,2.5,2.6776643990242204,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,6.5,2.19,2.0276811387614453,train
GRFNBEZIAWKNCO-UHFFFAOYSA-N,7.0,2.43,2.064838509361652,train
LPYUENQFPVNPHY-UHFFFAOYSA-N,2.6999999999999997,-0.258300548,0.40321690982656166,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,10.7,-1.24,0.49881753379282534,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,6.785,-0.33,0.3272938997908339,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,5.52,-0.62,0.5227703980448841,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,7.8,-0.75,0.32086328742503367,test
LPYUENQFPVNPHY-UHFFFAOYSA-N,2.0,-0.1,0.4467339624506965,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,2.7333333333333334,1.96,2.1596418941232134,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,10.7,1.48,2.3321736067419074,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,1.95,3.29,3.0724851949845045,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,6.8566666666666665,1.67,2.0912578660320684,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,5.895,1.48,2.2822652697387307,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,7.8,1.52,2.210233660543315,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,4.01,1.896715395,2.353841187277485,test
MOYHVSKDHLMMPS-UHFFFAOYSA-N,5.01,1.882635854,2.342490408138447,test
KUEFXPHXHHANKS-UHFFFAOYSA-N,2.7,0.5,2.0613303702721195,test
XJCVRTZCHMZPBD-UHFFFAOYSA-N,2.8200000000000003,-0.31,-0.05301710438043461,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,1.9,1.9,1.593894834899126,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,3.912,-0.487832762,-0.10567464059505083,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,5.01,-0.254606211,-0.101983875003131,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,6.0200000000000005,-0.3,-0.11669002401761919,train
XJCVRTZCHMZPBD-UHFFFAOYSA-N,7.0,-0.7,0.00896425084173691,train
ZETIVVHRRQLWFW-UHFFFAOYSA-N,2.7,0.09,0.3316515650734062,train
GCULFCLKGQBOGK-UHFFFAOYSA-N,2.7,6.15,6.044064103118155,train
JJJCOTBTRPGEAR-UHFFFAOYSA-N,2.7,6.17,5.809249068480488,train
CVMNNFOTFQWDTF-UHFFFAOYSA-N,2.7375000000000003,3.25,4.069647677081315,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,10.7,4.23,5.0239477894148346,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,6.785,3.86,4.566099597019211,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,5.52,4.23,4.617810146877037,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,7.8,3.92,4.684898816783935,test
CVMNNFOTFQWDTF-UHFFFAOYSA-N,2.0,4.4,5.031096343137007,test
XEYYACREDHJLIQ-UHFFFAOYSA-N,2.7,5.56,5.6450645656985445,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,2.7299999999999995,2.38,2.8839095279333757,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,10.7,4.16,3.84474049339783,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,6.785,3.34,3.4857741014650943,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,5.52,3.86,3.5854892136037932,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,7.8,3.25,3.603299909510671,train
YDXCUZWMJGXIGH-UHFFFAOYSA-N,2.0,4.16,4.020318170752874,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,3.914166666666667,1.382557521,1.2843615340801289,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,6.022857142857143,1.23,1.3691938184461,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,2.9073333333333338,1.13,1.2786574973315965,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,9.24,1.924636688,1.6950510614033134,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,6.824285714285714,0.9,1.1617529749665128,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,10.1475,1.673352173,1.6178229423498995,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,2.1514285714285717,1.61,1.7906425581391465,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,5.128333333333333,1.10060719,1.3384066991064243,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,8.016666666666667,1.744271606,1.6247227960330326,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,1.42,3.080517262,2.7038560924353003,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,10.7,2.08,1.4388312980655507,train
ALYNCZNDIQEVRV-UHFFFAOYSA-N,12.24,1.553596707,1.844939292213596,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,2.7,3.28,2.813807235958425,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,1.9,2.41,2.782630873745063,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,6.5,2.77,2.292512334845308,train
BZORFPDSXLZWJF-UHFFFAOYSA-N,7.0,2.96,2.538455669995994,train
PLIKAWJENQZMHA-UHFFFAOYSA-N,2.6999999999999997,1.9,2.173574578878041,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,10.699999999999998,-0.28,1.7567493627224764,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,1.9666666666666668,1.48,2.132071918625551,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,6.828,0.94,1.3483667155257781,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,5.52,1.12,1.46944106268976,test
PLIKAWJENQZMHA-UHFFFAOYSA-N,7.8,0.47,1.4217759248292603,test
NUKYPUAOHBNCPY-UHFFFAOYSA-N,2.7,2.9,2.632829401194341,train
NUKYPUAOHBNCPY-UHFFFAOYSA-N,10.7,2.81,2.258739952160545,train
NUKYPUAOHBNCPY-UHFFFAOYSA-N,1.9,2.61,2.5984741401491163,train
NUKYPUAOHBNCPY-UHFFFAOYSA-N,7.0,2.33,1.919295915567002,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,2.7375000000000003,3.75,3.622242274008934,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,10.7,3.91,4.02680269985102,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,6.785,3.89,3.931517569263715,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,5.52,4.2,3.9955929623286837,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,7.8,4.16,4.036468872929879,train
MDJFYWKFFRJRJG-UHFFFAOYSA-N,2.0,3.97,4.244109461916315,train
PBGKNXWGYQPUJK-UHFFFAOYSA-N,2.7,2.32,1.2792077000127116,test
QSNSCYSYFYORTR-UHFFFAOYSA-N,2.75,1.78224026,1.2030317362834577,train
QSNSCYSYFYORTR-UHFFFAOYSA-N,10.7,0.8,1.1721853274438365,train
QSNSCYSYFYORTR-UHFFFAOYSA-N,1.9,3.0,2.5662925739619564,train
QSNSCYSYFYORTR-UHFFFAOYSA-N,7.0,0.62,0.9507384132673273,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,2.7,2.189030632,3.1466000484051797,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,10.7,3.02,2.9988338040187403,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,1.95,2.98,2.942107606227473,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,6.828,2.15,2.611893853893043,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,5.846666666666667,2.38,2.6568762636195733,train
CJAOGUFAAWZWNI-UHFFFAOYSA-N,7.8,2.39,2.8283007387095207,train
LLIOADBCFIXIEU-UHFFFAOYSA-N,2.7,3.65,2.698315580125937,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,2.7,-0.23,0.3715181850744482,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,10.7,0.41,0.20923201710672767,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,6.785,0.7,0.37592641568409935,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,5.52,0.53,0.4833034570266177,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,7.8,0.34,0.26069659594051764,train
RGHHSNMVTDWUBI-UHFFFAOYSA-N,2.0,0.75,0.46535836319146684,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,2.7,1.46,0.7378638395654873,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,10.7,-0.03,0.18271059452242078,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,1.9,1.24,1.2366439836279481,train
FJKROLUGYXJWQN-UHFFFAOYSA-N,7.0,0.07,0.41010379878783576,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,3.8183333333333334,2.205248944,2.1289961469794587,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,6.0249999999999995,2.11318142,2.0543154725906314,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,2.9788888888888887,2.484807548,2.1254800211279297,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,7.987500000000001,2.06,1.8855248140152998,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,9.24,2.181308475,2.3210012178309554,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,6.6925,1.964809465,2.0519140195706473,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,10.1475,2.583811756,2.391740566659118,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,2.3400000000000003,3.025421119,2.7761175266757117,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,5.1875,2.015548299,2.1240383520100057,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,1.42,3.167275188,3.4997836440731764,train
BHAAPTBBJKJZER-UHFFFAOYSA-N,12.24,2.77903998,2.658662042969688,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,2.95,1.34,0.9971694240987696,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,10.7,0.8,0.6790528482453126,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,2.0,1.8,1.2360980828282475,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,7.9,-0.1,0.36657065619609464,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,6.7,0.5,0.9606169412909031,train
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,5.8,0.8,1.0100042280107437,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,3.8183333333333334,2.592142669,2.73196541482063,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,6.0249999999999995,2.432281475,2.6261440140566217,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,2.9788888888888887,3.09287121,2.728449288969101,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,7.987500000000001,2.539719298,2.493245418583652,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,9.24,2.413976269,2.8475922232128585,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,6.6925,2.445289468,2.6237425610366376,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,10.1475,2.699708987,2.9080387722319347,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,2.3400000000000003,3.950829521,3.3209464326857043,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,5.1875,2.262341978,2.6765268459648874,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,1.42,4.174305662,3.8707322488317084,train
ZTKDMNHEQMILPE-UHFFFAOYSA-N,12.24,3.064756339,3.121209044944545,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,2.7,2.819659465,2.5336434755293777,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,10.699999999999998,1.85,1.5827876805529497,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,1.9666666666666668,2.94,2.508448090638669,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,6.828,1.55,1.5106292956336207,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,5.52,1.23,1.7056048392814773,train
XQABVLBGNWBWIV-UHFFFAOYSA-N,7.8,1.52,1.5241130962977032,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,2.7,3.39,2.9528475369405864,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,10.7,1.95,1.933975085255891,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,1.9,3.16,3.128699453020908,train
RZXMPPFPUUCRFN-UHFFFAOYSA-N,7.0,1.77,1.9423798535518315,train
ZBCATMYQYDCTIZ-UHFFFAOYSA-N,2.7,-0.752555962,-0.13112720196267302,train
TYMLOMAKGOJONV-UHFFFAOYSA-N,2.7,2.2,2.222723672105254,train
TYMLOMAKGOJONV-UHFFFAOYSA-N,10.7,2.82,2.27370875956445,train
